国家地区,参考市场层级,灰色关联度,灰色权重,结构价值指数,统一口径成交价_百万美元,动态因子,层级因子,参考市场基准价格,GDP对数差值,人口对数差值,体量平滑乘数,结构价值比,结构弹性项,校准后目标基准价格
韩国,A,0.7863515385961068,0.5283100701965454,0.5123087932047614,125.0,0.7445306519643916,1.3498588075760032,124.37671617802457,0.8091460944228274,0.8748237840906533,1.0841984939256741,1.182818840792926,1.0694667664432524,144.21657570712892
美国,S,0.7020765322592586,0.47168992980345453,0.6916153311963228,945.0,1.2559828597845786,1.8221188003905089,412.92521794270976,-1.938399017805317,-1.0086640520051702,0.8526468465094756,0.8761640547474617,0.9484930932555764,333.94486487722185
