参考市场数量k,结构价格弹性系数alpha,GDP对数敏感系数gamma1,人口对数敏感系数gamma2,层级溢价强度eta,平均相对误差,中位相对误差,最大相对误差
3,1.2,0.2,0.25,0.2,0.7241498517659616,0.664278245994838,2.0102889388153047
3,1.4,0.25,0.2,0.2,0.7242810256682487,0.6882290653223332,2.0815972657624653
2,1.1,0.3,0.2,0.2,0.7244436289930233,0.5395441159597888,1.5703381791161144
4,1.3,0.15,0.2,0.25,0.7244723601779974,0.8263581695728649,1.840910818327021
4,1.2,0.1,0.25,0.25,0.7247904767057085,0.8018735123016294,1.9298465857564588
4,1.1,0.05,0.25,0.2,0.7249261090846166,0.7230393109487728,1.9454788241065624
3,1.2,0.05,0.15,0.15,0.7251335227770019,0.6604041895984082,1.8091328700844755
2,1.4,0.3,0.15,0.2,0.7252716348161763,0.4797560763053458,1.795192738024599
2,1.4,0.3,0.2,0.3,0.7252995151187884,0.5093309753073764,1.7534292998725907
2,1.4,0.05,0.2,0.25,0.725312601262801,0.6931827396568709,2.078127412787306
3,1.4,0.05,0.15,0.2,0.7256994913445884,0.6210382139197416,1.9881291308540265
2,0.8,0.3,0.25,0.2,0.7257020382193992,0.5979700064838963,1.6366688950159003
4,1.4,0.25,0.15,0.25,0.7259848468392837,0.7978280170933763,1.6955749343429896
4,1.2,0.2,0.15,0.15,0.7260840086064595,0.808045716548622,1.6991056382580472
4,1.4,0.15,0.1,0.15,0.7261372838854759,0.7499143776157078,1.7996792949798797
3,1.2,0.15,0.2,0.15,0.7263095790099571,0.8252162979616398,1.9685434396296582
2,1.4,0.1,0.2,0.25,0.726475858749649,0.6634324440729575,2.0414220580040303
4,1.4,0.3,0.15,0.25,0.7266048829820421,0.7369604448834626,1.6588695795597137
4,1.2,0.15,0.2,0.2,0.7269964298966701,0.8235432823187192,1.8237658676842903
3,1.4,0.3,0.25,0.25,0.7270482807247446,0.5352258240199792,2.1303316981821387
3,1.3,0.1,0.15,0.15,0.7271249587956217,0.7281907809441532,1.9320128266833114
2,1.2,0.05,0.25,0.25,0.7272284981502808,0.6742082451720346,1.9630321712096148
2,1.4,0.15,0.2,0.25,0.7276391162364969,0.6183003429834713,2.0047167032207542
3,1.2,0.15,0.25,0.2,0.727976669839967,0.7526259534473669,2.045175985618525
2,1.1,0.05,0.2,0.15,0.7280900973493948,0.6262220953012605,1.876483887067495
2,1.1,0.1,0.2,0.15,0.7281621573878572,0.6703600495905265,1.8416115567773066
3,0.9,0.05,0.25,0.15,0.7281824610492504,0.759636299397737,1.7687739607498651
3,1.4,0.25,0.25,0.25,0.7282079690923539,0.6036128675946435,2.167037052965415
2,1.1,0.15,0.2,0.15,0.7282342174263198,0.7144980038797919,1.8067392264871174
2,1.1,0.2,0.2,0.15,0.7283062774647822,0.7166629241393689,1.7718668961969277
2,0.8,0.25,0.25,0.15,0.7284722072143128,0.7282268152682158,1.4982814017167987
4,1.3,0.05,0.15,0.15,0.7285338722235485,0.6385902729318997,1.970584775564943
3,1.1,0.3,0.25,0.15,0.7287529560173761,0.4950835278802249,1.9221351013199226
4,1.3,0.25,0.15,0.2,0.7287532513945746,0.7926204403754389,1.6789445555450413
2,1.4,0.2,0.2,0.25,0.728802373723345,0.5731682418939849,1.9680113484374782
2,1.2,0.1,0.25,0.25,0.7288052548951224,0.7193899794987804,1.9298465857564588
3,1.1,0.05,0.25,0.2,0.7288560306026154,0.7230393109487728,1.9454788241065624
4,1.3,0.3,0.15,0.2,0.7292389435459649,0.7266331561149785,1.6422537828084955
3,1.4,0.2,0.2,0.2,0.7293575675702688,0.7753483105291349,2.12018454432835
3,1.4,0.15,0.15,0.15,0.7293598329227863,0.7930640806757329,2.060202406217797
3,1.0,0.1,0.25,0.15,0.7296020340670577,0.825973271492676,1.894888543628671
2,1.1,0.25,0.25,0.25,0.729635897677437,0.5832994934225967,1.6756109695312376
4,1.4,0.2,0.2,0.3,0.7296837721073829,0.7802804229219636,1.823259726885771
4,0.9,0.15,0.25,0.15,0.7300865634770104,0.7366229055463649,1.7057218995865866
2,1.1,0.25,0.2,0.15,0.7300936584247076,0.667570577421836,1.7369945659067398
3,1.4,0.05,0.1,0.15,0.7301808995459983,0.5893944662979256,1.8808106762681305
2,1.2,0.15,0.25,0.25,0.7303820116399637,0.6792368124287319,1.8966610003033026
4,1.4,0.25,0.2,0.3,0.7308221425542184,0.7237834176354416,1.7883445133791809
4,0.9,0.3,0.25,0.15,0.7308802506141049,0.5215418014486165,1.611143807841669
4,0.9,0.25,0.25,0.15,0.7310446331469612,0.591266491831428,1.6426698384233083
4,0.9,0.2,0.25,0.15,0.7312090156798177,0.6639446986888963,1.6741958690049477
2,0.9,0.05,0.25,0.15,0.7312507235878516,0.611329274989698,1.7687739607498651
3,1.3,0.3,0.2,0.15,0.7316524230723475,0.5919242842698739,2.023976170616618
4,1.4,0.1,0.15,0.2,0.7316536909336747,0.7113130187453603,1.9495418522881414
2,0.9,0.1,0.25,0.15,0.7316948037845573,0.6534849287679587,1.7372479301682262
4,1.3,0.15,0.25,0.3,0.7318376961077796,0.7576185137176387,1.9143082827119031
3,1.3,0.05,0.25,0.25,0.731880637722193,0.6966842653576393,2.133530748813611
2,1.2,0.2,0.25,0.25,0.7319587683848053,0.6345812019708399,1.8634754148501467
4,1.4,0.3,0.2,0.3,0.7319605130010539,0.6672864123489198,1.7534292998725907
4,1.2,0.25,0.15,0.15,0.731988355199588,0.7889336096564665,1.6624298943159053
2,0.9,0.15,0.25,0.15,0.7321388839812629,0.69564058254622,1.7057218995865866
4,1.3,0.2,0.2,0.25,0.7322601352654267,0.7757586564212576,1.80600947569235
4,1.2,0.3,0.15,0.15,0.732316368834168,0.7176256861303872,1.6257541503737627
3,1.2,0.1,0.25,0.2,0.7325138073149747,0.7979474235016184,2.0800630324217435
2,1.0,0.3,0.25,0.25,0.7325265241408956,0.5325432451692393,1.639247236493432
2,0.9,0.2,0.25,0.15,0.7325829641779686,0.737796236324481,1.6741958690049477
4,1.1,0.15,0.2,0.15,0.7326172928320551,0.8203949202920977,1.8067392264871174
3,1.1,0.25,0.25,0.15,0.7326273321415309,0.5701532918474373,1.9570074316101118
3,1.4,0.2,0.25,0.25,0.7326386817317144,0.6848394257810403,2.203742407748691
2,1.0,0.3,0.2,0.15,0.7326624895107634,0.6118011247887226,1.554296847238072
2,1.3,0.3,0.15,0.15,0.7327073000092152,0.5491040978453612,1.777725031156784
4,1.3,0.1,0.15,0.15,0.7328697330420951,0.7281907809441532,1.9320128266833114
4,1.3,0.25,0.2,0.25,0.7332933562250368,0.7143596413752642,1.771108133057679
4,1.1,0.1,0.25,0.2,0.7336256243704626,0.8138636967284246,1.912307237433627
2,1.3,0.3,0.2,0.25,0.7339458084951662,0.4986866719110575,1.7362067904230087
4,1.4,0.05,0.2,0.25,0.7340633432912758,0.6542118621210683,2.078127412787306
4,1.3,0.3,0.2,0.25,0.7343265771846474,0.6529606263292707,1.7362067904230087
4,1.3,0.2,0.25,0.3,0.7343640100465291,0.7005839953559766,1.8811090986432228
3,1.4,0.15,0.2,0.2,0.7344341094722892,0.8318106931744176,2.158771822894236
4,1.2,0.15,0.25,0.25,0.734473611081341,0.7552381650686355,1.8966610003033026
2,0.7,0.3,0.25,0.15,0.7347128403579029,0.6730779641515067,1.6258151760000008
2,1.4,0.25,0.2,0.25,0.7347592163479217,0.5280361408044978,1.9313059936542023
4,1.3,0.05,0.2,0.2,0.7350178634899402,0.6668053327058286,2.0599489761622465
4,1.2,0.2,0.2,0.2,0.7352181218333969,0.7727569048984795,1.78887882088107
4,1.4,0.2,0.1,0.15,0.735530937090895,0.7764772174683032,1.7591136043357543
3,1.3,0.3,0.25,0.2,0.7359003813209462,0.5222646133038363,2.1107364421505412
4,1.3,0.25,0.25,0.3,0.7359080209581931,0.643549476994315,1.8479099145745423
4,1.2,0.25,0.2,0.2,0.7361226177324898,0.7062657968458695,1.7539917740778506
3,1.1,0.2,0.25,0.15,0.7365017082656858,0.6652452163799865,1.9918797619003006
3,1.3,0.25,0.2,0.15,0.7367841943932346,0.6858572542204151,2.0625481194982496
4,1.2,0.2,0.25,0.25,0.7369817976643045,0.6933289536267799,1.8634754148501467
4,1.2,0.3,0.2,0.2,0.7370271136315827,0.6397746887932597,1.7191047272746307
3,1.4,0.15,0.25,0.25,0.7370693943710749,0.7660659839674374,2.2404477625319665
4,1.0,0.05,0.25,0.15,0.737197729950172,0.7391469942514296,1.9280457353936105
2,1.3,0.05,0.2,0.2,0.7373085679223415,0.6698903534607564,2.0599489761622465
4,1.3,0.3,0.25,0.3,0.7374520318698573,0.5865149586326533,1.8147107305058625
3,1.1,0.05,0.2,0.15,0.7374769514149657,0.702962499903758,1.876483887067495
2,1.4,0.05,0.25,0.3,0.7377674539405796,0.6968801578979388,2.1522396872910905
2,1.3,0.1,0.2,0.2,0.7378721033437312,0.7161524113141658,2.023258203425701
2,1.0,0.25,0.25,0.2,0.7379289401216658,0.6575716672496469,1.6590828740277417
4,1.2,0.25,0.25,0.25,0.7384258571884672,0.6314197421849242,1.8302898293969903
2,1.3,0.15,0.2,0.2,0.738435638765121,0.6939977507321817,1.9865674306891563
3,1.3,0.05,0.2,0.2,0.7388281827585064,0.6668053327058286,2.0599489761622465
2,1.3,0.2,0.2,0.2,0.7389991741865106,0.6468032758894874,1.9498766579526101
4,1.1,0.25,0.2,0.15,0.7393774435580861,0.6995129387140051,1.7369945659067398
4,1.1,0.2,0.2,0.15,0.7393993575314425,0.7712973961989538,1.7718668961969277
2,1.1,0.05,0.25,0.2,0.7394414646358063,0.652311893264028,1.9454788241065624
2,1.4,0.1,0.25,0.3,0.7396696351012699,0.6539491753520784,2.1173244737845
2,1.3,0.25,0.25,0.3,0.7397188909349216,0.5187422147230827,1.8479099145745423
4,1.2,0.3,0.25,0.25,0.7398699167126298,0.5695105307430683,1.797104243943834
2,1.2,0.3,0.25,0.3,0.7401285891103535,0.5203131941132155,1.6606878602351984
4,1.1,0.3,0.2,0.15,0.7401299688361325,0.6277284812290557,1.7021222356165508
3,1.3,0.25,0.25,0.2,0.7403482848374634,0.5956302945293852,2.147427214887087
3,1.2,0.1,0.2,0.15,0.7403516148977847,0.7724659696701269,2.0052191835718003
3,1.1,0.15,0.25,0.15,0.7403760843898406,0.7603371409125355,2.0267520921904896
2,1.1,0.1,0.25,0.2,0.7403986531251804,0.6964498475532939,1.912307237433627
4,1.4,0.15,0.15,0.2,0.741158857923883,0.7916581928295919,1.9109545737222555
2,1.1,0.15,0.25,0.2,0.7413558416145546,0.7405878018425598,1.879135650760692
3,1.4,0.1,0.25,0.25,0.7415001070104353,0.7758445541445563,2.2771531173152435
2,1.4,0.15,0.25,0.3,0.7415718162619607,0.6110181928062182,2.0824092602779105
2,0.9,0.3,0.25,0.2,0.7416948164346749,0.6045156338358731,1.6282243476647367
3,1.3,0.2,0.2,0.15,0.741915965714122,0.7797902241709562,2.1011200683798807
4,1.2,0.05,0.2,0.15,0.7420001485809595,0.6827329534567741,2.041894927513943
4,1.1,0.25,0.25,0.2,0.7422417998758515,0.6204483771474644,1.8127924774148212
2,1.1,0.2,0.25,0.2,0.7423130301039288,0.7111750790574847,1.8459640640877562
2,1.3,0.25,0.2,0.2,0.7423132566857656,0.5996088010467931,1.9131858852160641
4,1.1,0.15,0.25,0.2,0.742325139656309,0.7543970412293253,1.879135650760692
2,1.2,0.3,0.2,0.2,0.7423603224388992,0.5459511603144229,1.7191047272746307
4,1.1,0.3,0.25,0.2,0.7425754509003987,0.5534740451065342,1.7796208907418862
4,1.0,0.1,0.25,0.15,0.7426088137198682,0.825973271492676,1.894888543628671
4,1.1,0.2,0.25,0.2,0.7428598532068558,0.6874227091883951,1.8459640640877562
4,1.4,0.05,0.25,0.3,0.743075756948468,0.6886593810953208,2.1522396872910905
4,1.3,0.15,0.15,0.15,0.7430841211686121,0.7863023754393873,1.8934408778016802
2,1.4,0.2,0.25,0.3,0.7434739974226511,0.5680872102603579,2.0474940467713196
3,1.4,0.1,0.2,0.2,0.743591197415522,0.7415358883487987,2.1973591014601217
4,1.4,0.1,0.2,0.25,0.7436643119258388,0.745307415421011,2.0414220580040303
2,1.4,0.25,0.15,0.15,0.7438294838347438,0.6055034783023551,1.9790710249295453
2,1.4,0.2,0.15,0.15,0.744327404653461,0.6553821638981057,2.0196367155736707
4,1.3,0.05,0.25,0.25,0.7444521607168786,0.6966842653576393,2.133530748813611
3,1.3,0.2,0.25,0.2,0.7447961883539805,0.6833770568505441,2.1841179876236323
2,1.4,0.15,0.15,0.15,0.7448253254721787,0.7052608494938568,2.060202406217797
4,1.4,0.25,0.1,0.15,0.7449245902963143,0.8030400573208988,1.718547913691629
3,1.3,0.05,0.15,0.15,0.7450877094371191,0.6385902729318997,1.970584775564943
4,1.3,0.1,0.2,0.2,0.7453148524441102,0.7572427567625567,2.023258203425701
2,1.4,0.1,0.15,0.15,0.7453232462908961,0.7127960297402882,2.1007680968619225
2,1.4,0.05,0.15,0.15,0.7458211671096134,0.6654159681799506,2.1413337875060483
2,0.9,0.25,0.25,0.15,0.7460633195672337,0.7353608049545676,1.6426698384233083
4,1.4,0.3,0.1,0.15,0.746980060429149,0.8296028971734941,1.677982223047503
3,1.3,0.15,0.2,0.15,0.7470477370350095,0.8297210675874893,2.1396920172615137
4,1.2,0.1,0.2,0.15,0.747310398221901,0.7724659696701269,2.0052191835718003
3,1.0,0.05,0.25,0.15,0.7476116825128858,0.7391469942514296,1.9280457353936105
3,1.4,0.1,0.15,0.15,0.7478064507346902,0.7087005369386731,2.1007680968619225
3,1.2,0.3,0.25,0.15,0.7481011181658908,0.5088887147361333,2.091278265232697
2,1.2,0.25,0.25,0.25,0.74823373999175,0.5899255915129479,1.8302898293969903
3,1.3,0.15,0.25,0.2,0.7492440918704977,0.7711238191717038,2.2208087603601783
2,1.2,0.2,0.2,0.15,0.749410490347961,0.7239179352614842,1.9318676956875147
2,1.3,0.05,0.25,0.25,0.7494768440451737,0.6970779194312452,2.133530748813611
2,1.1,0.3,0.25,0.25,0.7495033212113928,0.5388789011733779,1.644057180230566
2,1.2,0.15,0.2,0.15,0.7495260200773705,0.7379429361856988,1.9685434396296582
2,1.2,0.1,0.2,0.15,0.7496415498067796,0.6927612018589535,2.0052191835718003
2,1.2,0.25,0.2,0.15,0.7496668978701612,0.6745658532545067,1.8951919517453726
3,1.2,0.05,0.25,0.2,0.7497092326071417,0.7073266832379633,2.114950079224964
2,1.2,0.05,0.2,0.15,0.7497570795361889,0.6475794675322076,2.041894927513943
4,1.2,0.05,0.25,0.2,0.7497771001729197,0.7073266832379633,2.114950079224964
3,1.1,0.1,0.25,0.15,0.7499337333282715,0.8109084655866762,2.061624422480678
2,1.1,0.3,0.2,0.15,0.750588553202101,0.6184782307043036,1.7021222356165508
4,1.4,0.2,0.15,0.2,0.7506640249140915,0.81783261852793,1.87236729515637
2,0.8,0.3,0.25,0.15,0.7507224738924742,0.6798996806923283,1.6172651832213603
2,1.3,0.1,0.25,0.25,0.7508475390194805,0.7312881126171747,2.0986294061789406
4,1.0,0.3,0.25,0.15,0.7513450227613583,0.5383976678628689,1.7622597765689132
4,1.4,0.1,0.25,0.3,0.7519191392454143,0.7806092136832599,2.1173244737845
4,1.0,0.25,0.25,0.15,0.7519965942879825,0.6106386868285986,1.795416968333853
4,1.0,0.15,0.25,0.15,0.7520509471030622,0.7551207247600588,1.8617313518637313
2,1.0,0.05,0.25,0.15,0.7521049770308912,0.6313611739450536,1.9280457353936105
2,1.3,0.15,0.25,0.25,0.7522182339937873,0.6863953394729448,2.0637280635442696
2,1.0,0.1,0.25,0.15,0.7523633047637657,0.674490790385432,1.894888543628671
2,1.4,0.3,0.15,0.15,0.7525315940366425,0.5556247927066044,1.9385053342854202
3,1.2,0.25,0.25,0.15,0.7526003571359988,0.5890744169117804,2.1279540091748403
2,1.0,0.15,0.25,0.15,0.7526216324966403,0.717620406825811,1.8617313518637313
4,1.0,0.2,0.25,0.15,0.7526481658146067,0.6828797057943289,1.8285741600987924
3,1.4,0.3,0.2,0.15,0.752825849102529,0.6128037691000772,2.1990284455233384
2,1.0,0.2,0.25,0.15,0.7528799602295151,0.7607500232661896,1.8285741600987924
2,1.4,0.3,0.2,0.25,0.7529293685436937,0.5093309753073763,1.8946006388709273
4,1.4,0.15,0.2,0.25,0.7530361891555462,0.830703783627115,2.0047167032207542
4,1.3,0.2,0.15,0.15,0.7532985092951291,0.8140450083740686,1.8548689289200477
2,1.3,0.2,0.25,0.25,0.753588928968094,0.6415025663287155,2.028826720909599
4,1.3,0.1,0.25,0.25,0.7538322068129335,0.7879915071492382,2.0986294061789406
3,1.4,0.05,0.25,0.25,0.7541250756883361,0.6847490008446134,2.313858472098519
3,1.3,0.1,0.25,0.2,0.7542718654788894,0.7839679566712194,2.257499533096724
4,1.3,0.15,0.2,0.2,0.7553422711747161,0.8281092348494894,1.9865674306891563
4,1.4,0.25,0.15,0.2,0.7556038987393949,0.8145881035735495,1.8337800165904847
4,1.4,0.3,0.15,0.2,0.7556676709824649,0.7491258806822957,1.795192738024599
2,1.1,0.25,0.25,0.2,0.7565437075759588,0.6644769943419763,1.8127924774148212
3,1.2,0.2,0.25,0.15,0.7570995961061069,0.6835997400284277,2.164629753116983
3,1.4,0.25,0.2,0.15,0.7574902234792944,0.7061178258514198,2.239594136167464
4,1.2,0.1,0.25,0.2,0.7577100641046861,0.7979474235016184,2.0800630324217435
3,1.2,0.05,0.2,0.15,0.7578271339230142,0.6827329534567741,2.041894927513943
3,1.4,0.3,0.25,0.2,0.7579149832165692,0.5352258240199793,2.2908272363685596
4,1.2,0.15,0.2,0.15,0.7580465758048941,0.8252162979616398,1.9685434396296582
2,1.3,0.3,0.25,0.3,0.7581451068446617,0.5305774937698191,1.8147107305058625
4,1.4,0.05,0.15,0.15,0.7583269010900829,0.6192150020724014,2.1413337875060483
4,1.3,0.3,0.15,0.15,0.7584428223769764,0.7394045643864346,1.777725031156784
4,1.3,0.25,0.15,0.15,0.7585427669971885,0.810215363454457,1.816296980038416
2,1.0,0.3,0.25,0.2,0.7586864749701929,0.6111184175927359,1.6275427775871185
2,1.4,0.25,0.25,0.3,0.759406278448821,0.5251562277144973,2.012578833264729
4,1.4,0.2,0.2,0.25,0.7602110850827296,0.7972718782302173,1.9680113484374782
2,1.4,0.05,0.2,0.2,0.7602978458022603,0.6931827396568709,2.235946380026007
3,1.4,0.05,0.2,0.2,0.7605834079956674,0.6512610835231807,2.235946380026007
2,1.4,0.1,0.2,0.2,0.7606617355745253,0.7405628012172091,2.1973591014601217
4,1.1,0.05,0.25,0.15,0.760697578878927,0.7210260123639237,2.096496752770868
4,1.4,0.15,0.25,0.3,0.7607625215423607,0.7786755161676671,2.0824092602779105
4,1.4,0.25,0.2,0.25,0.7608311212254879,0.7364043060203034,1.9313059936542023
2,1.4,0.15,0.2,0.2,0.7610256253467902,0.7012723758339297,2.158771822894236
2,1.3,0.3,0.2,0.2,0.7613503929711686,0.5524143262040992,1.8764951124795184
2,1.4,0.2,0.2,0.2,0.7613895151190552,0.6538263024398315,2.12018454432835
4,1.4,0.3,0.2,0.25,0.7614511573682465,0.6755367338103888,1.8946006388709273
3,1.3,0.1,0.2,0.15,0.7614652553975613,0.754427024062095,2.1782639661431458
2,1.2,0.05,0.25,0.2,0.7615677584565703,0.6742082451720348,2.114950079224964
3,1.2,0.15,0.25,0.15,0.7615988350762147,0.7781250631450751,2.2013054970591246
3,1.4,0.25,0.25,0.2,0.7616006594352032,0.6161505141037046,2.3294145149344447
2,1.2,0.1,0.25,0.2,0.7623287897152122,0.7193899794987801,2.0800630324217435
4,1.4,0.2,0.25,0.3,0.7628541538161824,0.7221785108811454,2.0474940467713196
4,1.3,0.2,0.2,0.2,0.7629288308495894,0.7935964730401023,1.9498766579526101
2,1.4,0.25,0.2,0.2,0.7630021978100839,0.6063802290457333,2.0815972657624653
2,1.2,0.15,0.25,0.2,0.7630898209738542,0.764571713825526,2.045175985618525
4,1.4,0.1,0.15,0.15,0.7632013807378681,0.7087005369386731,2.1007680968619225
4,1.3,0.15,0.25,0.25,0.7632122529089883,0.775633681021664,2.0637280635442696
3,1.4,0.2,0.2,0.15,0.7632629007331337,0.7994318826027631,2.280159826811589
4,1.3,0.25,0.2,0.2,0.7634145230009798,0.7276091887796411,1.9131858852160641
2,1.2,0.2,0.25,0.2,0.7638508522324963,0.718387972311524,2.0102889388153047
4,1.3,0.3,0.2,0.2,0.7639002151523698,0.6616219045191801,1.8764951124795184
4,1.4,0.25,0.25,0.3,0.7639925242630178,0.6656815055946236,2.012578833264729
2,1.0,0.25,0.25,0.15,0.7646922986914773,0.74255718395137,1.795416968333853
4,1.4,0.3,0.25,0.3,0.7651308947098534,0.6091845003081016,1.9776636197581388
4,1.3,0.2,0.25,0.25,0.7652781406488564,0.7142346659756709,2.028826720909599
4,1.2,0.15,0.25,0.2,0.7659930354908453,0.7741506857972696,2.045175985618525
4,1.2,0.2,0.2,0.15,0.7660669461403552,0.7914832409276809,1.9318676956875147
3,1.4,0.05,0.15,0.15,0.7662530685465944,0.6192150020724014,2.1413337875060483
4,1.3,0.25,0.25,0.25,0.7663113616084667,0.6528356509296768,1.993925378274928
4,1.2,0.25,0.2,0.15,0.7663949597749349,0.7201753174016016,1.8951919517453726
4,1.4,0.05,0.2,0.2,0.7664030307134022,0.6512610835231807,2.235946380026007
4,1.1,0.1,0.25,0.15,0.7666562278614608,0.8109084655866762,2.061624422480678
3,1.4,0.2,0.25,0.2,0.7666772013372233,0.7032697593105061,2.3680017935003304
4,1.2,0.3,0.2,0.15,0.7667229734095147,0.6488673938755228,1.8585162078032302
4,1.3,0.3,0.25,0.25,0.767344582568077,0.5914366358836829,1.959024035640257
2,1.2,0.3,0.25,0.25,0.7675336197588728,0.545269981055056,1.797104243943834
2,0.9,0.3,0.25,0.15,0.7677251867324987,0.6867809095351095,1.611143807841669
2,1.3,0.25,0.25,0.25,0.7679352483975572,0.596609793184486,1.993925378274928
4,1.2,0.2,0.25,0.2,0.768016217409727,0.7076595777446598,2.0102889388153047
3,1.1,0.05,0.25,0.15,0.7682815314170232,0.7210260123639237,2.096496752770868
3,1.3,0.3,0.25,0.15,0.7686845818223286,0.5222646133038364,2.2702273100764505
4,1.2,0.25,0.25,0.2,0.7689207133088201,0.6411684696920501,1.9754018920120846
3,1.4,0.15,0.2,0.15,0.7690355779869728,0.8280066075794205,2.320725517455714
2,1.2,0.3,0.2,0.15,0.7695814535331664,0.6252137712475301,1.8585162078032302
4,1.2,0.3,0.25,0.2,0.7698252092079129,0.5746773616394398,1.9405148452088654
4,1.3,0.05,0.2,0.15,0.770540567345653,0.6648265160498416,2.2168359150247765
2,1.3,0.25,0.2,0.15,0.7713857385209414,0.6816224980491993,2.0625481194982496
3,1.2,0.1,0.25,0.15,0.7715374628044528,0.7947947335284921,2.2379812410012674
2,1.3,0.2,0.2,0.15,0.771690990100613,0.7312366853599694,2.1011200683798807
3,1.4,0.15,0.25,0.2,0.7717537432392434,0.7903890045173078,2.4065890720662164
3,1.3,0.05,0.25,0.2,0.7718239388054114,0.6935305326144908,2.2941903058332693
2,1.3,0.15,0.2,0.15,0.7719962416802846,0.7624144691675745,2.1396920172615137
2,1.3,0.1,0.2,0.15,0.7723014932599561,0.7161524113141658,2.1782639661431458
4,1.4,0.15,0.15,0.15,0.7725950339432873,0.7930640806757329,2.060202406217797
2,1.3,0.05,0.2,0.15,0.7726067448396275,0.6698903534607568,2.2168359150247765
2,1.4,0.05,0.25,0.25,0.7729435993756565,0.7209495111337918,2.313858472098519
4,1.1,0.3,0.25,0.15,0.7730848278116215,0.5588982409954693,1.9221351013199226
3,1.3,0.25,0.25,0.15,0.7738163531432161,0.6087924536972282,2.308799258958083
2,1.1,0.05,0.25,0.15,0.7741037665419975,0.652311893264028,2.096496752770868
2,1.4,0.1,0.25,0.25,0.7741068568625045,0.7387489629226004,2.2771531173152435
2,1.1,0.1,0.25,0.15,0.77417582658046,0.6964498475532939,2.061624422480678
4,1.1,0.25,0.25,0.15,0.7742294680937888,0.6306826984804181,1.9570074316101118
2,1.1,0.15,0.25,0.15,0.7742478866189225,0.7405878018425596,2.0267520921904896
2,1.1,0.2,0.25,0.15,0.774319946657385,0.7847257561318257,1.9918797619003006
2,1.4,0.15,0.25,0.25,0.7752701143493523,0.6936168618331139,2.2404477625319665
4,1.1,0.15,0.25,0.15,0.7753068781546886,0.7742516134503163,2.0267520921904896
4,1.1,0.2,0.25,0.15,0.7753741083759559,0.7024671559653669,1.9918797619003006
4,1.4,0.1,0.2,0.2,0.7759081977036105,0.7415358883487987,2.1973591014601217
4,1.4,0.05,0.25,0.25,0.7759950019241565,0.6847490008446134,2.313858472098519
